Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Gender_Female,Gender_Male,Gender_Other,Education_Level_encode,Job_Title_encode
36.0,Male,Master,Full Stack Engineer,13.0,147326.0,0.0,1.0,0.0,3.0,126719.84090909091
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0,0.0,1.0,0.0,4.0,172960.62933333335
31.0,Female,Bachelor,Senior Software Engineer,7.0,108267.0,1.0,0.0,0.0,2.0,151326.68852459016
26.0,Male,Master,Full Stack Engineer,4.0,91397.0,0.0,1.0,0.0,3.0,126719.84090909091
30.0,Female,Master,Senior Project Engineer,5.0,100867.0,1.0,0.0,0.0,3.0,166224.75471698114
24.0,Male,Bachelor,Back end Developer,2.0,64182.0,0.0,1.0,0.0,2.0,102352.56147540984
45.0,Male,Master,Senior Software Engineer,22.0,182506.0,0.0,1.0,0.0,3.0,151326.68852459016
33.0,Female,Master,Full Stack Engineer,9.0,136986.0,1.0,0.0,0.0,3.0,126719.84090909091
38.0,Male,Bachelor,Front end Developer,11.0,136662.0,0.0,1.0,0.0,2.0,85025.84166666666
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0,1.0,0.0,0.0,4.0,172960.62933333335
42.0,Male,Master,Full Stack Engineer,19.0,177347.0,0.0,1.0,0.0,3.0,126719.84090909091
28.0,Female,Bachelor,Senior Project Engineer,3.0,70397.0,1.0,0.0,0.0,2.0,166224.75471698114
34.0,Male,Master,Software Engineer Manager,9.0,146075.0,0.0,1.0,0.0,3.0,172960.62933333335
46.0,Female,Bachelor,Back end Developer,18.0,155795.0,1.0,0.0,0.0,2.0,102352.56147540984
35.0,Male,Master,Full Stack Engineer,9.0,132638.0,0.0,1.0,0.0,3.0,126719.84090909091
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,1.0,0.0,0.0,4.0,172960.62933333335
32.0,Male,Bachelor,Senior Software Engineer,7.0,106218.0,0.0,1.0,0.0,2.0,151326.68852459016
54.0,Male,Master,Full Stack Engineer,28.0,191239.0,0.0,1.0,0.0,3.0,126719.84090909091
26.0,Female,Master,Front end Developer,2.0,65840.0,1.0,0.0,0.0,3.0,85025.84166666666
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,0.0,1.0,0.0,4.0,172960.62933333335
48.0,Female,Master,Senior Software Engineer,23.0,185038.0,1.0,0.0,0.0,3.0,151326.68852459016
38.0,Male,Bachelor,Back end Developer,14.0,136449.0,0.0,1.0,0.0,2.0,102352.56147540984
30.0,Female,Master,Full Stack Engineer,6.0,110707.0,1.0,0.0,0.0,3.0,126719.84090909091
40.0,Male,Master,Software Engineer Manager,17.0,151670.0,0.0,1.0,0.0,3.0,172960.62933333335
45.0,Female,Bachelor,Senior Project Engineer,21.0,167015.0,1.0,0.0,0.0,2.0,166224.75471698114
36.0,Male,Master,Full Stack Engineer,13.0,146508.0,0.0,1.0,0.0,3.0,126719.84090909091
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,0.0,1.0,0.0,4.0,172960.62933333335
31.0,Female,Bachelor,Senior Software Engineer,6.0,104378.0,1.0,0.0,0.0,2.0,151326.68852459016
26.0,Male,Master,Full Stack Engineer,3.0,70216.0,0.0,1.0,0.0,3.0,126719.84090909091
30.0,Female,Master,Senior Project Engineer,5.0,101733.0,1.0,0.0,0.0,3.0,166224.75471698114
24.0,Male,Bachelor,Back end Developer,1.0,55935.0,0.0,1.0,0.0,2.0,102352.56147540984
45.0,Male,Master,Senior Software Engineer,21.0,180367.0,0.0,1.0,0.0,3.0,151326.68852459016
33.0,Female,Master,Full Stack Engineer,9.0,135596.0,1.0,0.0,0.0,3.0,126719.84090909091
38.0,Male,Bachelor,Front end Developer,11.0,136062.0,0.0,1.0,0.0,2.0,85025.84166666666
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,1.0,0.0,0.0,4.0,172960.62933333335
42.0,Male,Master,Full Stack Engineer,19.0,177347.0,0.0,1.0,0.0,3.0,126719.84090909091
28.0,Female,Bachelor,Senior Project Engineer,3.0,70397.0,1.0,0.0,0.0,2.0,166224.75471698114
34.0,Male,Master,Software Engineer Manager,9.0,146075.0,0.0,1.0,0.0,3.0,172960.62933333335
46.0,Female,Bachelor,Back end Developer,18.0,155795.0,1.0,0.0,0.0,2.0,102352.56147540984
35.0,Male,Master,Full Stack Engineer,9.0,132638.0,0.0,1.0,0.0,3.0,126719.84090909091
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,1.0,0.0,0.0,4.0,172960.62933333335
32.0,Male,Bachelor,Senior Software Engineer,7.0,106218.0,0.0,1.0,0.0,2.0,151326.68852459016
54.0,Male,Master,Full Stack Engineer,28.0,191239.0,0.0,1.0,0.0,3.0,126719.84090909091
26.0,Female,Master,Front end Developer,2.0,65840.0,1.0,0.0,0.0,3.0,85025.84166666666
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,0.0,1.0,0.0,4.0,172960.62933333335
48.0,Female,Master,Senior Software Engineer,23.0,185038.0,1.0,0.0,0.0,3.0,151326.68852459016
38.0,Male,Bachelor,Back end Developer,14.0,136449.0,0.0,1.0,0.0,2.0,102352.56147540984
30.0,Female,Master,Full Stack Engineer,6.0,110707.0,1.0,0.0,0.0,3.0,126719.84090909091
40.0,Male,Master,Software Engineer Manager,17.0,151670.0,0.0,1.0,0.0,3.0,172960.62933333335
45.0,Female,Bachelor,Senior Project Engineer,21.0,167015.0,1.0,0.0,0.0,2.0,166224.75471698114
36.0,Male,Master,Full Stack Engineer,13.0,146508.0,0.0,1.0,0.0,3.0,126719.84090909091
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,0.0,1.0,0.0,4.0,172960.62933333335
31.0,Female,Bachelor,Senior Software Engineer,6.0,104378.0,1.0,0.0,0.0,2.0,151326.68852459016
26.0,Male,Master,Full Stack Engineer,3.0,70216.0,0.0,1.0,0.0,3.0,126719.84090909091
30.0,Female,Master,Senior Project Engineer,5.0,101733.0,1.0,0.0,0.0,3.0,166224.75471698114
24.0,Male,Bachelor,Back end Developer,1.0,55935.0,0.0,1.0,0.0,2.0,102352.56147540984
45.0,Male,Master,Senior Software Engineer,21.0,180367.0,0.0,1.0,0.0,3.0,151326.68852459016
33.0,Female,Master,Full Stack Engineer,9.0,135596.0,1.0,0.0,0.0,3.0,126719.84090909091
38.0,Male,Bachelor,Front end Developer,11.0,136062.0,0.0,1.0,0.0,2.0,85025.84166666666
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,1.0,0.0,0.0,4.0,172960.62933333335
42.0,Male,Master,Full Stack Engineer,19.0,177347.0,0.0,1.0,0.0,3.0,126719.84090909091
29.0,Female,Bachelor,Full Stack Engineer,6.0,103579.0,1.0,0.0,0.0,2.0,126719.84090909091
45.0,Male,Master,Software Engineer Manager,19.0,163780.0,0.0,1.0,0.0,3.0,172960.62933333335
36.0,Male,Bachelor,Front end Developer,12.0,137878.0,0.0,1.0,0.0,2.0,85025.84166666666
30.0,Female,Master,Senior Project Engineer,4.0,92438.0,1.0,0.0,0.0,3.0,166224.75471698114
28.0,Male,Master,Full Stack Engineer,5.0,84181.0,0.0,1.0,0.0,3.0,126719.84090909091
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0,1.0,0.0,0.0,4.0,172960.62933333335
34.0,Male,Bachelor,Back end Developer,10.0,126520.0,0.0,1.0,0.0,2.0,102352.56147540984
44.0,Male,Master,Senior Software Engineer,18.0,152168.0,0.0,1.0,0.0,3.0,151326.68852459016
55.0,Female,PhD,Software Engineer Manager,29.0,190543.0,1.0,0.0,0.0,4.0,172960.62933333335
35.0,Male,Master,Full Stack Engineer,9.0,131547.0,0.0,1.0,0.0,3.0,126719.84090909091
54.0,Male,Bachelor,Senior Project Engineer,28.0,192292.0,0.0,1.0,0.0,2.0,166224.75471698114
23.0,Female,High School,Back end Developer,1.0,52807.0,1.0,0.0,0.0,1.0,102352.56147540984
46.0,Male,Master,Senior Software Engineer,20.0,174938.0,0.0,1.0,0.0,3.0,151326.68852459016
33.0,Female,Bachelor,Full Stack Engineer,8.0,124071.0,1.0,0.0,0.0,2.0,126719.84090909091
26.0,Male,Master,Front end Developer,3.0,73640.0,0.0,1.0,0.0,3.0,85025.84166666666
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0,1.0,0.0,0.0,4.0,172960.62933333335
36.0,Male,Master,Full Stack Engineer,11.0,138859.0,0.0,1.0,0.0,3.0,126719.84090909091
23.0,Female,Bachelor,Senior Project Engineer,0.0,52831.0,1.0,0.0,0.0,2.0,166224.75471698114
49.0,Male,Master,Software Engineer Manager,23.0,182392.0,0.0,1.0,0.0,3.0,172960.62933333335
35.0,Female,Master,Full Stack Engineer,11.0,151078.0,1.0,0.0,0.0,3.0,126719.84090909091
31.0,Male,Bachelor,Back end Developer,8.0,100679.0,0.0,1.0,0.0,2.0,102352.56147540984
54.0,Other,High School,Senior Software Engineer,29.0,158966.0,0.0,0.0,1.0,1.0,151326.68852459016
43.0,Male,Master,Full Stack Engineer,20.0,167924.0,0.0,1.0,0.0,3.0,126719.84090909091
33.0,Female,Master,Senior Project Engineer,10.0,113334.0,1.0,0.0,0.0,3.0,166224.75471698114
52.0,Female,PhD,Software Engineer Manager,29.0,194778.0,1.0,0.0,0.0,4.0,172960.62933333335
28.0,Male,Bachelor,Full Stack Engineer,4.0,77606.0,0.0,1.0,0.0,2.0,126719.84090909091
36.0,Female,Master,Senior Software Engineer,13.0,140010.0,1.0,0.0,0.0,3.0,151326.68852459016
43.0,Male,Bachelor,Senior Project Engineer,20.0,142421.0,0.0,1.0,0.0,2.0,166224.75471698114
50.0,Female,Master,Full Stack Engineer,24.0,192756.0,1.0,0.0,0.0,3.0,126719.84090909091
24.0,Male,PhD,Software Engineer Manager,1.0,106686.0,0.0,1.0,0.0,4.0,172960.62933333335
52.0,Male,Master,Senior Software Engineer,27.0,186794.0,0.0,1.0,0.0,3.0,151326.68852459016
46.0,Female,Bachelor,Back end Developer,19.0,150729.0,1.0,0.0,0.0,2.0,102352.56147540984
38.0,Male,Master,Full Stack Engineer,15.0,171652.0,0.0,1.0,0.0,3.0,126719.84090909091
29.0,Male,Bachelor,Senior Project Engineer,6.0,88552.0,0.0,1.0,0.0,2.0,166224.75471698114
33.0,Female,Master,Front end Developer,9.0,119918.0,1.0,0.0,0.0,3.0,85025.84166666666
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0,0.0,1.0,0.0,4.0,172960.62933333335
45.0,Female,Master,Senior Software Engineer,23.0,174336.0,1.0,0.0,0.0,3.0,151326.68852459016
28.0,Male,Bachelor,Back end Developer,4.0,72389.0,0.0,1.0,0.0,2.0,102352.56147540984
42.0,Female,Master,Full Stack Engineer,14.0,163978.0,1.0,0.0,0.0,3.0,126719.84090909091
46.0,Male,Bachelor,Senior Project Engineer,25.0,166958.0,0.0,1.0,0.0,2.0,166224.75471698114
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0,1.0,0.0,0.0,4.0,172960.62933333335
54.0,Male,Master,Senior Software Engineer,32.0,195270.0,0.0,1.0,0.0,3.0,151326.68852459016
33.0,Female,Master,Full Stack Engineer,8.0,122970.0,1.0,0.0,0.0,3.0,126719.84090909091
27.0,Male,High School,Back end Developer,4.0,80247.0,0.0,1.0,0.0,1.0,102352.56147540984
50.0,Female,Bachelor,Senior Project Engineer,25.0,177862.0,1.0,0.0,0.0,2.0,166224.75471698114
26.0,Male,Master,Full Stack Engineer,4.0,91062.0,0.0,1.0,0.0,3.0,126719.84090909091
31.0,Female,Master,Senior Software Engineer,6.0,114290.0,1.0,0.0,0.0,3.0,151326.68852459016
35.0,Male,Bachelor,Front end Developer,10.0,128999.0,0.0,1.0,0.0,2.0,85025.84166666666
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0,1.0,0.0,0.0,4.0,172960.62933333335
32.0,Male,Master,Senior Project Engineer,8.0,122354.0,0.0,1.0,0.0,3.0,166224.75471698114
54.0,Male,Bachelor,Full Stack Engineer,25.0,179756.0,0.0,1.0,0.0,2.0,126719.84090909091
26.0,Female,Master,Front end Developer,3.0,73218.0,1.0,0.0,0.0,3.0,85025.84166666666
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,0.0,1.0,0.0,4.0,172960.62933333335
48.0,Female,Master,Senior Software Engineer,23.0,185038.0,1.0,0.0,0.0,3.0,151326.68852459016
38.0,Male,Bachelor,Back end Developer,12.0,132442.0,0.0,1.0,0.0,2.0,102352.56147540984
30.0,Female,Master,Full Stack Engineer,5.0,102828.0,1.0,0.0,0.0,3.0,126719.84090909091
40.0,Male,Master,Software Engineer Manager,16.0,150301.0,0.0,1.0,0.0,3.0,172960.62933333335
45.0,Female,Bachelor,Senior Project Engineer,22.0,171468.0,1.0,0.0,0.0,2.0,166224.75471698114
36.0,Male,Master,Full Stack Engineer,13.0,147326.0,0.0,1.0,0.0,3.0,126719.84090909091
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0,0.0,1.0,0.0,4.0,172960.62933333335
31.0,Female,Bachelor,Senior Software Engineer,7.0,108267.0,1.0,0.0,0.0,2.0,151326.68852459016
26.0,Male,Master,Full Stack Engineer,3.0,91397.0,0.0,1.0,0.0,3.0,126719.84090909091
30.0,Female,Master,Senior Project Engineer,5.0,100867.0,1.0,0.0,0.0,3.0,166224.75471698114
24.0,Male,Bachelor,Back end Developer,2.0,64182.0,0.0,1.0,0.0,2.0,102352.56147540984
45.0,Male,Master,Senior Software Engineer,22.0,182506.0,0.0,1.0,0.0,3.0,151326.68852459016
33.0,Female,Master,Full Stack Engineer,9.0,136986.0,1.0,0.0,0.0,3.0,126719.84090909091
38.0,Male,Bachelor,Front end Developer,11.0,136662.0,0.0,1.0,0.0,2.0,85025.84166666666
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0,1.0,0.0,0.0,4.0,172960.62933333335
42.0,Male,Master,Full Stack Engineer,19.0,177347.0,0.0,1.0,0.0,3.0,126719.84090909091
28.0,Female,Bachelor,Senior Project Engineer,4.0,82944.0,1.0,0.0,0.0,2.0,166224.75471698114
48.0,Male,PhD,Software Engineer Manager,23.0,188288.0,0.0,1.0,0.0,4.0,172960.62933333335
36.0,Female,Master,Senior Software Engineer,14.0,141090.0,1.0,0.0,0.0,3.0,151326.68852459016
43.0,Male,Bachelor,Full Stack Engineer,19.0,152726.0,0.0,1.0,0.0,2.0,126719.84090909091
33.0,Female,Master,Back end Developer,9.0,124141.0,1.0,0.0,0.0,3.0,102352.56147540984
26.0,Male,Bachelor,Front end Developer,3.0,67556.0,0.0,1.0,0.0,2.0,85025.84166666666
50.0,Female,Master,Senior Project Engineer,22.0,182768.0,1.0,0.0,0.0,3.0,166224.75471698114
41.0,Male,PhD,Software Engineer Manager,15.0,148727.0,0.0,1.0,0.0,4.0,172960.62933333335
29.0,Female,Bachelor,Full Stack Engineer,6.0,91903.0,1.0,0.0,0.0,2.0,126719.84090909091
38.0,Male,Master,Senior Software Engineer,14.0,147708.0,0.0,1.0,0.0,3.0,151326.68852459016
48.0,Female,Bachelor,Senior Project Engineer,21.0,163209.0,1.0,0.0,0.0,2.0,166224.75471698114
31.0,Male,Master,Full Stack Engineer,8.0,120288.0,0.0,1.0,0.0,3.0,126719.84090909091
45.0,Male,PhD,Software Engineer Manager,21.0,170226.0,0.0,1.0,0.0,4.0,172960.62933333335
35.0,Female,Master,Senior Software Engineer,11.0,134979.0,1.0,0.0,0.0,3.0,151326.68852459016
42.0,Male,Bachelor,Back end Developer,16.0,137489.0,0.0,1.0,0.0,2.0,102352.56147540984
27.0,Female,Master,Full Stack Engineer,4.0,83577.0,1.0,0.0,0.0,3.0,126719.84090909091
33.0,Male,Bachelor,Front end Developer,9.0,117904.0,0.0,1.0,0.0,2.0,85025.84166666666
36.0,Female,Master,Senior Project Engineer,11.0,134482.0,1.0,0.0,0.0,3.0,166224.75471698114
54.0,Male,PhD,Software Engineer Manager,30.0,184660.0,0.0,1.0,0.0,4.0,172960.62933333335
30.0,Female,Bachelor,Senior Software Engineer,5.0,100151.0,1.0,0.0,0.0,2.0,151326.68852459016
26.0,Male,Master,Full Stack Engineer,3.0,88678.0,0.0,1.0,0.0,3.0,126719.84090909091
45.0,Female,PhD,Senior Project Engineer,21.0,181285.0,1.0,0.0,0.0,4.0,166224.75471698114
38.0,Male,Master,Software Engineer Manager,16.0,154990.0,0.0,1.0,0.0,3.0,172960.62933333335
31.0,Female,Bachelor,Full Stack Engineer,7.0,108204.0,1.0,0.0,0.0,2.0,126719.84090909091
42.0,Male,Master,Senior Software Engineer,19.0,175684.0,0.0,1.0,0.0,3.0,151326.68852459016
28.0,Female,Bachelor,Back end Developer,5.0,77766.0,1.0,0.0,0.0,2.0,102352.56147540984
48.0,Male,PhD,Software Engineer Manager,24.0,192211.0,0.0,1.0,0.0,4.0,172960.62933333335
36.0,Female,Master,Full Stack Engineer,13.0,144647.0,1.0,0.0,0.0,3.0,126719.84090909091
43.0,Male,Bachelor,Senior Project Engineer,20.0,162231.0,0.0,1.0,0.0,2.0,166224.75471698114
33.0,Female,Master,Front end Developer,9.0,121120.0,1.0,0.0,0.0,3.0,85025.84166666666
26.0,Male,Bachelor,Full Stack Engineer,4.0,79652.0,0.0,1.0,0.0,2.0,126719.84090909091
50.0,Female,Master,Senior Software Engineer,21.0,177002.0,1.0,0.0,0.0,3.0,151326.68852459016
27.0,Male,Master,Back end Developer,5.0,87584.0,0.0,1.0,0.0,3.0,102352.56147540984
38.0,Female,Bachelor,Senior Project Engineer,13.0,131860.0,1.0,0.0,0.0,2.0,166224.75471698114
54.0,Male,PhD,Software Engineer Manager,28.0,182013.0,0.0,1.0,0.0,4.0,172960.62933333335
31.0,Female,Master,Full Stack Engineer,7.0,108799.0,1.0,0.0,0.0,3.0,126719.84090909091
36.0,Male,Bachelor,Senior Software Engineer,13.0,135378.0,0.0,1.0,0.0,2.0,151326.68852459016
45.0,Female,Master,Software Engineer Manager,22.0,183530.0,1.0,0.0,0.0,3.0,172960.62933333335
42.0,Male,Bachelor,Back end Developer,18.0,150901.0,0.0,1.0,0.0,2.0,102352.56147540984
28.0,Female,Master,Full Stack Engineer,4.0,82697.0,1.0,0.0,0.0,3.0,126719.84090909091
48.0,Male,PhD,Senior Software Engineer,26.0,194638.0,0.0,1.0,0.0,4.0,151326.68852459016
36.0,Female,Master,Senior Project Engineer,12.0,130356.0,1.0,0.0,0.0,3.0,166224.75471698114
43.0,Male,Bachelor,Full Stack Engineer,18.0,152560.0,0.0,1.0,0.0,2.0,126719.84090909091
33.0,Female,Master,Front end Developer,9.0,121432.0,1.0,0.0,0.0,3.0,85025.84166666666
26.0,Male,Bachelor,Back end Developer,2.0,63789.0,0.0,1.0,0.0,2.0,102352.56147540984
50.0,Female,Master,Senior Software Engineer,23.0,183690.0,1.0,0.0,0.0,3.0,151326.68852459016
41.0,Male,PhD,Software Engineer Manager,16.0,151310.0,0.0,1.0,0.0,4.0,172960.62933333335
29.0,Female,Bachelor,Full Stack Engineer,6.0,100358.0,1.0,0.0,0.0,2.0,126719.84090909091
38.0,Male,Master,Senior Software Engineer,15.0,148437.0,0.0,1.0,0.0,3.0,151326.68852459016
48.0,Female,Bachelor,Senior Project Engineer,22.0,168691.0,1.0,0.0,0.0,2.0,166224.75471698114
28.0,Male,Bachelor,Software Developer,1.0,50000.0,0.0,1.0,0.0,2.0,64680.0
32.0,Female,Master,Product Manager,5.0,100000.0,1.0,0.0,0.0,3.0,142476.03833865814
26.0,Male,Bachelor,Software Engineer,2.0,60000.0,0.0,1.0,0.0,2.0,113243.24324324324
33.0,Female,Master,Data Analyst,6.0,90000.0,1.0,0.0,0.0,3.0,125090.90909090909
29.0,Male,Bachelor,Front End Developer,3.0,70000.0,0.0,1.0,0.0,2.0,77419.35483870968
42.0,Male,PhD,Director of Data Science,12.0,170000.0,0.0,1.0,0.0,4.0,204561.40350877194
36.0,Female,Master,Data Scientist,8.0,130000.0,1.0,0.0,0.0,3.0,166105.96026490067
27.0,Male,Bachelor,Software Developer,1.0,50000.0,0.0,1.0,0.0,2.0,64680.0
34.0,Female,Master,Product Manager,7.0,120000.0,1.0,0.0,0.0,3.0,142476.03833865814
29.0,Male,Bachelor,Software Engineer,4.0,80000.0,0.0,1.0,0.0,2.0,113243.24324324324
41.0,Female,PhD,Senior Data Scientist,16.0,200000.0,1.0,0.0,0.0,4.0,151147.54098360657
34.0,Male,Master,Data Analyst,8.0,100000.0,0.0,1.0,0.0,3.0,125090.90909090909
24.0,Female,Bachelor,Software Developer,2.0,55000.0,1.0,0.0,0.0,2.0,64680.0
36.0,Male,PhD,Director of Data Science,12.0,170000.0,0.0,1.0,0.0,4.0,204561.40350877194
30.0,Female,Bachelor,Software Engineer,5.0,90000.0,1.0,0.0,0.0,2.0,113243.24324324324
29.0,Male,Bachelor,Front End Developer,4.0,80000.0,0.0,1.0,0.0,2.0,77419.35483870968
42.0,Male,Master,Product Manager,14.0,180000.0,0.0,1.0,0.0,3.0,142476.03833865814
26.0,Male,Bachelor,Software Developer,2.0,60000.0,0.0,1.0,0.0,2.0,64680.0
35.0,Female,Master,Data Analyst,9.0,120000.0,1.0,0.0,0.0,3.0,125090.90909090909
27.0,Female,Bachelor,Software Engineer,3.0,70000.0,1.0,0.0,0.0,2.0,113243.24324324324
48.0,Male,PhD,Director of Data Science,18.0,210000.0,0.0,1.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Scientist,9.0,140000.0,0.0,1.0,0.0,3.0,166105.96026490067
23.0,Female,Bachelor,Software Engineer,1.0,50000.0,1.0,0.0,0.0,2.0,113243.24324324324
32.0,Male,Master,Product Manager,7.0,110000.0,0.0,1.0,0.0,3.0,142476.03833865814
25.0,Female,Master,Software Engineer,2.0,60000.0,1.0,0.0,0.0,3.0,113243.24324324324
37.0,Male,Bachelor,Data Analyst,11.0,160000.0,0.0,1.0,0.0,2.0,125090.90909090909
28.0,Male,Bachelor,Software Engineer,4.0,75000.0,0.0,1.0,0.0,2.0,113243.24324324324
41.0,Female,PhD,Director of Data Science,16.0,200000.0,1.0,0.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Analyst,8.0,100000.0,0.0,1.0,0.0,3.0,125090.90909090909
24.0,Female,Bachelor,Software Developer,2.0,55000.0,1.0,0.0,0.0,2.0,64680.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,0.0,1.0,0.0,4.0,151147.54098360657
30.0,Female,Bachelor,Software Engineer,5.0,90000.0,1.0,0.0,0.0,2.0,113243.24324324324
29.0,Male,Bachelor,Front End Developer,4.0,80000.0,0.0,1.0,0.0,2.0,77419.35483870968
42.0,Male,Master,Product Manager,14.0,180000.0,0.0,1.0,0.0,3.0,142476.03833865814
26.0,Male,Bachelor,Software Developer,2.0,60000.0,0.0,1.0,0.0,2.0,64680.0
35.0,Female,Master,Data Analyst,9.0,120000.0,1.0,0.0,0.0,3.0,125090.90909090909
27.0,Female,Bachelor,Software Engineer,3.0,70000.0,1.0,0.0,0.0,2.0,113243.24324324324
48.0,Male,PhD,Director of Data Science,18.0,210000.0,0.0,1.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Scientist,9.0,140000.0,0.0,1.0,0.0,3.0,166105.96026490067
23.0,Female,Bachelor,Software Engineer,1.0,50000.0,1.0,0.0,0.0,2.0,113243.24324324324
32.0,Male,Master,Product Manager,7.0,110000.0,0.0,1.0,0.0,3.0,142476.03833865814
25.0,Female,Master,Software Engineer,2.0,60000.0,1.0,0.0,0.0,3.0,113243.24324324324
37.0,Male,Bachelor,Data Analyst,11.0,160000.0,0.0,1.0,0.0,2.0,125090.90909090909
28.0,Male,Bachelor,Software Engineer,4.0,75000.0,0.0,1.0,0.0,2.0,113243.24324324324
41.0,Female,PhD,Director of Data Science,16.0,200000.0,1.0,0.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Analyst,8.0,100000.0,0.0,1.0,0.0,3.0,125090.90909090909
24.0,Female,Bachelor,Software Developer,2.0,55000.0,1.0,0.0,0.0,2.0,64680.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,0.0,1.0,0.0,4.0,151147.54098360657
30.0,Female,Bachelor,Software Engineer,5.0,90000.0,1.0,0.0,0.0,2.0,113243.24324324324
29.0,Male,Bachelor,Front End Developer,4.0,80000.0,0.0,1.0,0.0,2.0,77419.35483870968
42.0,Male,Master,Product Manager,14.0,180000.0,0.0,1.0,0.0,3.0,142476.03833865814
26.0,Male,Bachelor,Software Developer,2.0,60000.0,0.0,1.0,0.0,2.0,64680.0
35.0,Female,Master,Data Analyst,9.0,120000.0,1.0,0.0,0.0,3.0,125090.90909090909
27.0,Female,Bachelor,Software Engineer,3.0,70000.0,1.0,0.0,0.0,2.0,113243.24324324324
48.0,Male,PhD,Director of Data Science,18.0,210000.0,0.0,1.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Scientist,9.0,140000.0,0.0,1.0,0.0,3.0,166105.96026490067
23.0,Female,Bachelor,Software Engineer,1.0,50000.0,1.0,0.0,0.0,2.0,113243.24324324324
32.0,Male,Master,Product Manager,7.0,110000.0,0.0,1.0,0.0,3.0,142476.03833865814
25.0,Female,Master,Software Engineer,2.0,60000.0,1.0,0.0,0.0,3.0,113243.24324324324
37.0,Male,Bachelor,Data Analyst,11.0,160000.0,0.0,1.0,0.0,2.0,125090.90909090909
28.0,Male,Bachelor,Software Engineer,4.0,75000.0,0.0,1.0,0.0,2.0,113243.24324324324
41.0,Female,PhD,Director of Data Science,16.0,200000.0,1.0,0.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Analyst,8.0,100000.0,0.0,1.0,0.0,3.0,125090.90909090909
24.0,Female,Bachelor,Software Developer,2.0,55000.0,1.0,0.0,0.0,2.0,64680.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,0.0,1.0,0.0,4.0,151147.54098360657
30.0,Female,Bachelor,Software Engineer,5.0,90000.0,1.0,0.0,0.0,2.0,113243.24324324324
29.0,Male,Bachelor,Front End Developer,4.0,80000.0,0.0,1.0,0.0,2.0,77419.35483870968
42.0,Male,Master,Product Manager,14.0,180000.0,0.0,1.0,0.0,3.0,142476.03833865814
26.0,Male,Bachelor,Software Developer,2.0,60000.0,0.0,1.0,0.0,2.0,64680.0
35.0,Female,Master,Data Analyst,9.0,120000.0,1.0,0.0,0.0,3.0,125090.90909090909
27.0,Female,Bachelor,Software Engineer,3.0,70000.0,1.0,0.0,0.0,2.0,113243.24324324324
48.0,Male,PhD,Director of Data Science,18.0,210000.0,0.0,1.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Scientist,9.0,140000.0,0.0,1.0,0.0,3.0,166105.96026490067
23.0,Female,Bachelor,Software Engineer,1.0,50000.0,1.0,0.0,0.0,2.0,113243.24324324324
32.0,Male,Master,Product Manager,7.0,110000.0,0.0,1.0,0.0,3.0,142476.03833865814
25.0,Female,Master,Software Engineer,2.0,60000.0,1.0,0.0,0.0,3.0,113243.24324324324
37.0,Male,Bachelor,Data Analyst,11.0,160000.0,0.0,1.0,0.0,2.0,125090.90909090909
28.0,Male,Bachelor,Software Engineer,4.0,75000.0,0.0,1.0,0.0,2.0,113243.24324324324
41.0,Female,PhD,Director of Data Science,16.0,200000.0,1.0,0.0,0.0,4.0,204561.40350877194
34.0,Male,Master,Data Analyst,8.0,100000.0,0.0,1.0,0.0,3.0,125090.90909090909
24.0,Female,Bachelor,Software Developer,2.0,55000.0,1.0,0.0,0.0,2.0,64680.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,0.0,1.0,0.0,4.0,151147.54098360657
30.0,Female,Bachelor,Software Engineer,5.0,90000.0,1.0,0.0,0.0,2.0,113243.24324324324
